,Pick_Note_Date,Credit_Note_Date,Pick_Note,Credit_Note,Key,Vendor,PN_Quantity,CN_Quantity,WS_Code,Batch
2941,2024-11-20,2024-11-28,PR201008835,DN201006560,399_9734_GOLM21009,SHAH KOTHARI BROS,3,5,9734,GOLM21009
2956,2024-11-20,2024-11-22,PR201008865,DN201006532,399_5077_TT23066,SHAH KOTHARI BROS,1,4,5077,TT23066
2957,2024-11-20,2024-11-21,PR201008835,DN201006530,399_563_SA13437,SHAH KOTHARI BROS,4,3,563,SA13437
2958,2024-11-20,2024-11-22,PR201008835,DN201006534,399_5889_56001245,SHAH KOTHARI BROS,2,8,5889,56001245
2959,2024-11-20,2024-11-22,PR201008867,DN201006533,399_7175_SB11610,SHAH KOTHARI BROS,1,1,7175,SB11610
2960,2024-11-20,2024-11-28,PR201008866,DN201006558,399_7856_GKD0885A,SHAH KOTHARI BROS,2,4,7856,GKD0885A
2961,2024-11-20,2024-11-30,PR201008868,DN201006564,399_7994_MPF232331,SHAH KOTHARI BROS,3,3,7994,MPF232331
2962,2024-11-20,2024-11-22,PR201008866,DN201006534,399_5889_56001183,SHAH KOTHARI BROS,3,3,5889,56001183
2963,2024-11-20,2024-11-22,PR201008866,DN201006534,399_5889_56001245,SHAH KOTHARI BROS,11,8,5889,56001245
2964,2024-11-20,2024-11-28,PR201008835,DN201006540,399_109_JKAD22064,SHAH KOTHARI BROS,2,1,109,JKAD22064
3024,2024-11-26,2024-11-27,PR201008913,DN201006257,399_3124_FH4943001,SHAH KOTHARI BROS,1,1,3124,FH4943001
3056,2024-12-02,2024-12-04,PR201008954,DN201006383,399_16463_4M50557,SHAH KOTHARI BROS,10,10,16463,4M50557
3091,2024-12-05,2024-12-06,PR201008972,DN201006398,399_5585_L8AFX005,SHAH KOTHARI BROS,1,1,5585,L8AFX005
3240,2024-12-06,2024-12-07,PR201008999,DN201006414,399_2932_ACVA24001,SHAH KOTHARI BROS,1,1,2932,ACVA24001
3241,2024-12-06,2024-12-07,PR201008997,DN201006413,399_13848_TF24H205,SHAH KOTHARI BROS,1,1,13848,TF24H205
3242,2024-12-06,2024-12-09,PR201008998,DN201006424,399_11096_2GD2L013,SHAH KOTHARI BROS,2,2,11096,2GD2L013
3274,2024-12-10,2024-12-10,PR201009026,DN201006434,399_17472_PWAJ06,SHAH KOTHARI BROS,1,1,17472,PWAJ06
3278,2024-12-11,2024-12-11,PR201009038,DN201006455,399_6914_8BP4L006,SHAH KOTHARI BROS,1,1,6914,8BP4L006
3448,2024-12-13,2024-12-14,PR201009151,DN201006493,399_23739_MT243350,SHAH KOTHARI BROS,1,1,23739,MT243350
3449,2024-12-13,2024-12-13,PR201009146,DN201006477,399_13739_V2400360,SHAH KOTHARI BROS,1,1,13739,V2400360
3460,2024-12-14,2024-12-16,PR201009157,DN201006497,399_8052_ALT240630,SHAH KOTHARI BROS,1,1,8052,ALT240630
3543,2024-12-19,2024-12-20,PR201009285,DN201006546,399_18287_24442614,SHAH KOTHARI BROS,1,1,18287,24442614
3550,2024-12-20,2024-12-20,PR201009291,DN201006550,399_5456_KGB2314A,SHAH KOTHARI BROS,10,10,5456,KGB2314A
3551,2024-12-20,2024-12-21,PR201009294,DN201006589,399_9031_0ATK0005,SHAH KOTHARI BROS,1,1,9031,0ATK0005
3556,2024-12-21,2024-12-21,PR201009298,DN201006585,399_4753_GTEC2406,SHAH KOTHARI BROS,1,1,4753,GTEC2406
3575,2024-12-27,2024-12-28,PR201009332,DN201006643,399_17759_N2402410,SHAH KOTHARI BROS,1,1,17759,N2402410
3604,2024-12-31,2025-01-01,PR201009377,DN301006671,399_13633_2KX1L015,SHAH KOTHARI BROS,1,1,13633,2KX1L015
